Car_ID,Brand,Model,Year,Fuel_Type,Transmission,Price,Mileage,Engine_CC,Seating_Capacity,Service_Cost
4493,Maruti Suzuki,Ertiga,2019,Petrol,Automatic,1880000,22.6,1500,6,10200
4494,Toyota,Fortuner,2021,CNG,Automatic,3310000,29.2,2500,7,10300
4495,Hyundai,Venue,2018,CNG,Automatic,1250000,19.8,1800,5,14000
4496,Kia,EV6,2018,Diesel,Manual,2430000,16.1,1500,5,22800
4497,Tata Motors,Harrier,2016,Petrol,Automatic,690000,21.5,1500,6,21100
4498,Honda,WR-V,2022,Diesel,Automatic,2090000,11.2,2500,5,17100
4499,Maruti Suzuki,Swift,2020,Petrol,Automatic,2460000,15.6,1500,6,7900
4500,Hyundai,Creta,2015,Diesel,Automatic,850000,20.6,2000,6,9700
4501,Maruti Suzuki,Baleno,2023,Petrol,Automatic,3240000,28.3,1200,6,17300
4502,Hyundai,i10,2023,Electric,Automatic,3390000,16,800,7,24400
4503,Skoda,Slavia,2021,CNG,Manual,3130000,19.3,2000,6,12400
4504,Tata Motors,Punch,2024,Electric,Manual,2400000,18.1,800,4,6600
4505,Honda,Amaze,2016,Petrol,Manual,3020000,18.4,1000,6,25000
4506,Skoda,Superb,2024,Diesel,Automatic,3430000,13.1,1800,4,11000
4507,Mahindra,XUV700,2019,Diesel,Manual,1540000,18.2,800,6,22800
4508,Hyundai,Creta,2016,Electric,Manual,2620000,21.5,1000,5,11000
4509,Renault,Lodgy,2017,Diesel,Automatic,1380000,17.7,1500,6,16300
4510,Mahindra,Scorpio,2021,Petrol,Automatic,2120000,19.4,2000,6,23800
4511,Maruti Suzuki,Baleno,2022,CNG,Automatic,3130000,25.8,1000,6,5400
4512,Tata Motors,Nexon,2023,CNG,Manual,570000,12.2,1500,7,24300
4513,Kia,Carnival,2020,Petrol,Automatic,750000,23.2,1200,6,15800
4514,Tata Motors,Nexon,2023,Electric,Manual,2790000,12.7,2000,6,17200
4515,Tata Motors,Harrier,2022,Petrol,Automatic,3360000,22.1,2000,4,17500
4516,Kia,Carens,2021,Electric,Automatic,2700000,22.4,2500,5,17400
4517,Tata Motors,Harrier,2024,Petrol,Automatic,2140000,27,1000,6,20800
4518,Honda,Jazz,2015,Electric,Automatic,680000,14.9,1800,4,23200
4519,Renault,Triber,2021,Petrol,Manual,2990000,20.1,2500,5,16900
4520,Toyota,Innova,2017,Electric,Automatic,3140000,25.5,800,4,11800
4521,Honda,City,2018,Petrol,Manual,2150000,13.4,800,6,13800
4522,Volkswagen,Vento,2021,CNG,Manual,2980000,15.8,1200,6,19300
4523,Tata Motors,Nexon,2024,Petrol,Automatic,400000,23.3,800,7,14800
4524,Maruti Suzuki,Ertiga,2023,Petrol,Manual,2300000,20.2,1800,5,18900
4525,Maruti Suzuki,Swift,2021,Petrol,Automatic,810000,29.9,1200,4,15500
4526,Renault,Duster,2017,Electric,Automatic,580000,23.4,1200,6,11600
4527,Volkswagen,Polo,2017,CNG,Manual,790000,11.2,1200,7,12200
4528,Toyota,Glanza,2016,Petrol,Automatic,1810000,28.9,1200,4,21300
4529,Volkswagen,Vento,2024,Petrol,Automatic,1060000,26.5,800,7,10900
4530,Hyundai,Verna,2023,Diesel,Automatic,2130000,15.3,2500,7,6700
4531,Skoda,Superb,2022,Petrol,Automatic,1550000,22.7,1200,6,8500
4532,Mahindra,Scorpio,2021,Diesel,Automatic,510000,11.7,2500,6,15800
4533,Mahindra,Thar,2020,Electric,Automatic,770000,23.6,800,4,12100
4534,Renault,Kiger,2016,Diesel,Automatic,2750000,22.5,1000,6,19400
4535,Mahindra,XUV300,2015,CNG,Manual,670000,13.8,1500,5,17400
4536,Hyundai,Verna,2016,Petrol,Automatic,2350000,29.1,1800,4,19600
4537,Honda,Jazz,2015,Petrol,Automatic,1940000,16.7,1800,7,13400
4538,Honda,Jazz,2019,Petrol,Automatic,1320000,29.9,1500,5,15300
4539,Toyota,Innova,2016,Electric,Automatic,2780000,13.5,1800,5,21400
4540,Tata Motors,Altroz,2018,CNG,Manual,1090000,21.8,1200,4,5000
4541,Honda,Civic,2018,Petrol,Manual,1920000,17.5,2000,6,13100
4542,Renault,Triber,2018,Petrol,Automatic,470000,28.7,1200,4,6200
4543,Mahindra,XUV300,2022,CNG,Manual,2930000,12.5,1800,7,19300
4544,Volkswagen,Polo,2020,CNG,Manual,1130000,27.9,800,6,12400
4545,Renault,Duster,2022,Petrol,Manual,2830000,24,2000,6,24700
4546,Volkswagen,Vento,2019,Electric,Manual,1340000,25.9,1200,6,15000
4547,Skoda,Slavia,2024,Electric,Automatic,1260000,23.7,1200,7,6100
4548,Skoda,Octavia,2015,Electric,Manual,1180000,26.2,1800,5,17300
4549,Hyundai,i20,2020,Diesel,Manual,1730000,23.1,2500,5,10500
4550,Kia,Seltos,2024,Electric,Manual,1660000,16.7,1200,7,9300
4551,Volkswagen,Tiguan,2015,Electric,Manual,3190000,23.3,1000,7,21700
4552,Toyota,Camry,2019,CNG,Manual,470000,29.8,1500,5,20700
4553,Volkswagen,Vento,2017,Diesel,Automatic,2650000,21.9,1200,6,11200
4554,Mahindra,Thar,2022,Petrol,Manual,2940000,10.8,1000,5,7800
4555,Maruti Suzuki,WagonR,2017,Electric,Manual,3160000,17.5,2000,6,9600
4556,Kia,Sonet,2022,Petrol,Manual,2030000,17.6,2000,5,20600
4557,Toyota,Fortuner,2021,Electric,Manual,2760000,19.4,2500,4,20600
4558,Kia,EV6,2015,Electric,Automatic,620000,28.3,800,7,14700
4559,Skoda,Rapid,2019,Diesel,Manual,1360000,13.9,1000,6,20500
4560,Honda,City,2021,Petrol,Automatic,490000,23.9,1200,6,18300
4561,Honda,Jazz,2023,Petrol,Manual,3200000,19.5,1500,5,24900
4562,Hyundai,i10,2016,Diesel,Automatic,2740000,12,1000,5,7500
4563,Renault,Lodgy,2019,Electric,Manual,1710000,14.6,2000,6,16000
4564,Volkswagen,Taigun,2020,Petrol,Manual,980000,26.4,800,5,17000
4565,Mahindra,XUV300,2024,CNG,Manual,2040000,15.9,1000,5,12200
4566,Kia,Carnival,2019,Petrol,Manual,1790000,29.6,2500,6,21800
4567,Renault,Lodgy,2017,CNG,Automatic,740000,18,2000,5,7900
4568,Skoda,Rapid,2022,CNG,Automatic,2090000,22.9,2500,7,5300
4569,Maruti Suzuki,Dzire,2016,CNG,Manual,1940000,16.7,2000,5,6400
4570,Maruti Suzuki,Dzire,2024,Petrol,Automatic,3330000,13.9,1800,6,13800
4571,Hyundai,i20,2023,Diesel,Manual,2930000,23.6,1500,5,24000
4572,Volkswagen,Taigun,2018,Electric,Manual,1500000,20.2,1200,7,13300
4573,Tata Motors,Nexon,2023,CNG,Manual,3200000,11.8,2500,5,13100
4574,Tata Motors,Harrier,2019,Electric,Automatic,2680000,24.8,1500,4,14100
4575,Hyundai,Venue,2024,Diesel,Manual,3050000,16.9,800,6,11800
4576,Mahindra,Scorpio,2016,Electric,Manual,2590000,19.8,800,4,19400
4577,Honda,Jazz,2021,CNG,Automatic,3490000,15.3,800,7,9200
4578,Mahindra,XUV300,2018,CNG,Manual,1780000,11.6,2000,4,22700
4579,Kia,Sonet,2019,CNG,Automatic,2040000,20,800,6,17500
4580,Tata Motors,Punch,2015,Diesel,Automatic,520000,26.8,800,6,7700
4581,Tata Motors,Punch,2020,Petrol,Manual,1050000,23.4,2500,5,6200
4582,Maruti Suzuki,Swift,2023,Electric,Automatic,3020000,10.5,2500,5,22000
4583,Mahindra,Thar,2015,CNG,Automatic,1800000,29.9,1500,6,16400
4584,Kia,Carnival,2023,Electric,Automatic,780000,19.3,1200,6,11600
4585,Hyundai,Venue,2024,CNG,Automatic,3020000,20.7,1500,7,24100
4586,Honda,Jazz,2021,CNG,Manual,2670000,20.1,1000,4,24000
4587,Toyota,Urban Cruiser,2018,CNG,Manual,510000,22.7,1200,6,16100
4588,Mahindra,XUV300,2022,CNG,Automatic,1920000,12.8,800,5,23200
4589,Maruti Suzuki,Ertiga,2017,Diesel,Automatic,2190000,15.7,1200,4,6700
4590,Hyundai,i10,2024,Electric,Automatic,2920000,21.1,1500,7,6100
4591,Volkswagen,Polo,2020,Petrol,Manual,2140000,13.8,1200,6,5400
4592,Renault,Kwid,2018,Electric,Manual,2270000,20.7,1200,7,5500
4593,Volkswagen,Tiguan,2017,Petrol,Automatic,3260000,19.6,1200,5,14500
4594,Honda,WR-V,2015,CNG,Manual,1210000,23.5,2000,4,20800
4595,Volkswagen,Tiguan,2024,CNG,Manual,1060000,13.6,1800,6,12300
4596,Skoda,Superb,2019,Petrol,Manual,1480000,22.4,1800,6,7200
4597,Maruti Suzuki,Ertiga,2024,CNG,Manual,1310000,22.1,1000,5,24100
4598,Volkswagen,Vento,2020,Electric,Automatic,2150000,20.7,1000,6,6800
4599,Maruti Suzuki,Ertiga,2021,CNG,Manual,3400000,26,2500,5,15300
4600,Kia,Carens,2019,Electric,Automatic,3130000,19.8,2000,5,9900
4601,Tata Motors,Harrier,2015,CNG,Automatic,2200000,11.9,1800,5,19600
4602,Maruti Suzuki,Dzire,2020,Petrol,Manual,1950000,13.8,800,5,23400
4603,Hyundai,i20,2024,Electric,Automatic,2360000,11.8,1000,7,6400
4604,Mahindra,XUV700,2017,Electric,Automatic,470000,22.8,800,6,20500
4605,Hyundai,Venue,2022,Petrol,Automatic,1110000,11.2,1000,7,13300
4606,Honda,WR-V,2015,Electric,Automatic,1100000,22,1500,6,9700
4607,Honda,Jazz,2018,Petrol,Manual,890000,16.4,1800,7,19700
4608,Honda,City,2016,Electric,Manual,3170000,19.6,1200,5,9500
4609,Volkswagen,Vento,2021,Electric,Manual,3140000,24,1800,6,5000
4610,Hyundai,Creta,2020,Diesel,Manual,2130000,28.6,2000,5,15400
4611,Tata Motors,Harrier,2019,Petrol,Automatic,820000,15.5,2000,5,8200
4612,Honda,Jazz,2019,CNG,Manual,2550000,19.9,800,6,22500
4613,Skoda,Kushaq,2019,Electric,Manual,720000,14.4,1200,7,5200
4614,Skoda,Slavia,2023,CNG,Manual,1730000,25.5,2000,4,17400
4615,Tata Motors,Nexon,2017,Petrol,Automatic,430000,25.6,1000,7,10100
4616,Tata Motors,Tiago,2018,Petrol,Automatic,2530000,14.5,1800,5,17900
4617,Kia,Carnival,2023,Diesel,Manual,1470000,16.4,2000,4,12300
4618,Renault,Kiger,2015,CNG,Automatic,3410000,27.3,1500,4,24600
4619,Tata Motors,Tiago,2020,Petrol,Automatic,2720000,28.1,1200,4,11300
4620,Skoda,Slavia,2018,Electric,Automatic,1300000,21.5,800,7,14700
4621,Tata Motors,Nexon,2019,Electric,Automatic,2970000,13.7,800,4,19100
4622,Maruti Suzuki,Swift,2015,Diesel,Manual,690000,20.3,1800,6,17000
4623,Mahindra,XUV300,2021,Diesel,Manual,2980000,16,800,5,6400
4624,Renault,Lodgy,2020,Petrol,Manual,2690000,18.2,1000,7,17600
4625,Mahindra,Bolero,2016,CNG,Manual,990000,21,2500,4,11100
4626,Skoda,Superb,2020,Petrol,Automatic,1150000,21.6,1500,4,17900
4627,Skoda,Kushaq,2024,Diesel,Automatic,2020000,11.7,2500,7,13500
4628,Honda,City,2019,Petrol,Manual,1500000,11.7,1800,4,23900
4629,Hyundai,Venue,2016,CNG,Automatic,2560000,12.6,1500,7,12400
4630,Renault,Triber,2022,Petrol,Automatic,2690000,25.5,1200,4,5500
4631,Toyota,Fortuner,2016,CNG,Automatic,2110000,13.4,1200,7,14600
4632,Mahindra,Thar,2018,Diesel,Automatic,1700000,17,800,4,13700
4633,Skoda,Kushaq,2024,CNG,Automatic,2540000,17.1,1500,6,11500
4634,Hyundai,Verna,2017,CNG,Manual,480000,17.3,800,7,21900
4635,Maruti Suzuki,Baleno,2015,Petrol,Manual,2360000,24.1,1800,4,22500
4636,Volkswagen,Polo,2021,Diesel,Automatic,2910000,11.5,1000,7,23300
4637,Hyundai,i10,2019,Petrol,Automatic,2810000,25.4,1500,5,6100
4638,Toyota,Fortuner,2021,Petrol,Manual,2860000,19.9,1200,5,17900
4639,Maruti Suzuki,WagonR,2016,Diesel,Automatic,3410000,26.7,1500,7,10500
4640,Toyota,Fortuner,2024,Petrol,Manual,1590000,28.4,2000,6,19000
4641,Maruti Suzuki,Ertiga,2019,CNG,Manual,660000,10.4,1200,6,19400
4642,Kia,Carnival,2018,Diesel,Automatic,400000,14.7,1800,7,22000
4643,Toyota,Glanza,2015,CNG,Automatic,860000,11.3,1000,4,12300
4644,Tata Motors,Tiago,2018,Electric,Automatic,3080000,22,1500,5,21100
4645,Skoda,Rapid,2021,Electric,Manual,1300000,20,2000,7,16500
4646,Hyundai,Venue,2021,Diesel,Automatic,2180000,29.9,800,5,15300
4647,Mahindra,Scorpio,2017,Diesel,Automatic,2530000,28.5,800,4,10700
4648,Mahindra,Scorpio,2018,Diesel,Automatic,3390000,17.1,1800,5,12400
4649,Tata Motors,Tiago,2022,Electric,Manual,1880000,14.9,2000,6,17600
4650,Mahindra,Thar,2015,Electric,Manual,2200000,15,800,5,19200
4651,Honda,Amaze,2019,Electric,Automatic,680000,12.2,2000,6,9400
4652,Volkswagen,Polo,2023,Diesel,Manual,1200000,15.3,1800,7,25000
4653,Volkswagen,Tiguan,2023,CNG,Automatic,760000,27,2000,5,17000
4654,Tata Motors,Altroz,2016,CNG,Manual,650000,27.6,1000,5,5300
4655,Honda,Jazz,2019,CNG,Automatic,3340000,19.2,1800,5,9500
4656,Skoda,Octavia,2020,Diesel,Manual,1810000,28.8,2000,7,21400
4657,Renault,Kwid,2023,Petrol,Automatic,480000,20.4,2500,6,16000
4658,Honda,Jazz,2019,Electric,Manual,3460000,22.9,1000,6,20000
4659,Skoda,Kushaq,2021,CNG,Manual,2860000,29,1500,5,21000
4660,Maruti Suzuki,WagonR,2017,CNG,Manual,1520000,26.2,800,6,22200
4661,Honda,Jazz,2017,CNG,Manual,2170000,23.8,1000,6,14500
4662,Renault,Kiger,2018,Electric,Manual,2080000,21.7,1800,5,9000
4663,Volkswagen,Virtus,2021,Petrol,Manual,2490000,10.8,1200,6,20200
4664,Volkswagen,Tiguan,2024,Diesel,Automatic,2490000,20.4,1200,4,19200
4665,Maruti Suzuki,Dzire,2023,CNG,Manual,700000,18.6,1000,6,12200
4666,Toyota,Innova,2021,Electric,Automatic,2920000,15.8,800,6,11300
4667,Maruti Suzuki,Swift,2020,CNG,Manual,2250000,24.3,1000,6,8300
4668,Mahindra,Thar,2016,Electric,Manual,2720000,28.8,1000,5,10000
4669,Maruti Suzuki,Dzire,2023,Petrol,Manual,1920000,11.9,2000,4,22200
4670,Honda,Jazz,2015,Electric,Automatic,2980000,24.2,1200,7,17800
4671,Volkswagen,Taigun,2015,Diesel,Automatic,1740000,25.7,2000,6,17200
4672,Hyundai,Venue,2015,Petrol,Automatic,1770000,12.1,1500,4,6700
4673,Toyota,Fortuner,2021,Electric,Manual,540000,21.2,1200,5,6500
4674,Hyundai,Venue,2015,Petrol,Automatic,2910000,11.1,800,5,21300
4675,Kia,Seltos,2022,Petrol,Manual,1880000,18.5,1800,6,9000
4676,Tata Motors,Punch,2015,Diesel,Manual,3340000,29.7,2000,5,15500
4677,Renault,Kiger,2018,Electric,Automatic,3200000,15.2,1500,4,10900
4678,Volkswagen,Vento,2021,Electric,Automatic,3180000,13.1,2500,4,5900
4679,Hyundai,Creta,2017,Electric,Automatic,2310000,18.3,1200,4,21100
4680,Honda,Amaze,2018,Diesel,Automatic,2360000,13.4,800,5,6600
4681,Kia,Carens,2018,Electric,Automatic,1960000,16.3,800,7,23300
4682,Maruti Suzuki,Ertiga,2015,CNG,Manual,470000,16.1,2000,6,21100
4683,Tata Motors,Punch,2019,Electric,Automatic,2000000,21.8,1800,4,10000
4684,Mahindra,XUV700,2016,CNG,Manual,1760000,23,2500,4,6900
4685,Volkswagen,Tiguan,2020,CNG,Manual,430000,13.2,2000,4,22300
4686,Hyundai,i10,2016,Diesel,Manual,770000,20.4,2500,7,22600
4687,Renault,Triber,2023,Diesel,Manual,1340000,22.9,800,5,7700
4688,Toyota,Fortuner,2022,Petrol,Manual,970000,13.6,1500,7,18300
4689,Hyundai,i20,2015,Diesel,Manual,920000,14.5,2000,5,16300
4690,Tata Motors,Nexon,2019,Diesel,Automatic,2020000,19.6,1000,5,13600
4691,Kia,Carnival,2022,Electric,Manual,3400000,29.4,2000,6,7100
4692,Volkswagen,Polo,2023,Petrol,Manual,2050000,15.5,1000,4,18900
4693,Toyota,Fortuner,2016,Electric,Manual,2760000,26,1800,4,11100
4694,Toyota,Glanza,2017,CNG,Manual,2980000,15.2,1800,4,14600
4695,Honda,Civic,2016,Diesel,Manual,550000,21.5,800,4,8300
4696,Kia,Carnival,2022,Diesel,Manual,490000,14.1,2000,6,6600
4697,Skoda,Octavia,2016,Diesel,Automatic,3220000,26.3,1800,6,11500
4698,Honda,City,2018,Petrol,Manual,1030000,27.3,1000,5,6300
4699,Honda,City,2015,Petrol,Manual,3080000,19,1200,5,6900
4700,Mahindra,Thar,2016,Petrol,Manual,800000,16.3,1800,5,19800
4701,Skoda,Octavia,2024,Diesel,Manual,1400000,23.8,800,4,22300
4702,Kia,Seltos,2021,Petrol,Automatic,2590000,18.2,800,7,17900
4703,Kia,EV6,2023,Electric,Automatic,690000,27.2,1200,4,13600
4704,Hyundai,Venue,2021,Electric,Automatic,1280000,11,2500,5,24700
4705,Honda,City,2021,Petrol,Automatic,1550000,20.3,1200,5,17500
4706,Kia,Carens,2016,Electric,Automatic,2240000,10,1800,6,15300
4707,Volkswagen,Virtus,2023,Petrol,Manual,3000000,14.7,2500,4,22500
4708,Toyota,Glanza,2019,Electric,Automatic,3190000,18,1500,6,23100
4709,Renault,Kwid,2022,Diesel,Automatic,2210000,23.8,2500,6,15800
4710,Renault,Kiger,2020,Petrol,Manual,760000,22.6,800,4,8000
4711,Toyota,Glanza,2019,Petrol,Automatic,540000,19.2,1500,4,7300
4712,Tata Motors,Punch,2016,Diesel,Manual,3140000,27.2,1200,4,11100
4713,Toyota,Innova,2017,CNG,Manual,1120000,18.3,2500,5,21400
4714,Kia,Carnival,2021,CNG,Manual,1820000,16.3,2500,7,23200
4715,Kia,Seltos,2023,CNG,Manual,1220000,15.7,2500,5,21500
4716,Mahindra,Thar,2015,Petrol,Manual,800000,16.4,1000,7,5000
4717,Tata Motors,Tiago,2015,Petrol,Automatic,650000,24.8,1500,7,15400
4718,Hyundai,Verna,2018,Petrol,Manual,470000,23.9,1800,6,10200
4719,Hyundai,Creta,2024,Electric,Manual,830000,18.5,2500,6,5400
4720,Tata Motors,Harrier,2016,Petrol,Automatic,2970000,27.1,1200,5,10300
4721,Toyota,Glanza,2023,Petrol,Automatic,1340000,12,800,6,19100
4722,Maruti Suzuki,Baleno,2015,Diesel,Manual,1320000,18.9,1200,5,14200
4723,Volkswagen,Tiguan,2016,CNG,Manual,3280000,18.9,2000,7,10200
4724,Volkswagen,Taigun,2019,CNG,Automatic,980000,21.3,1000,4,15200
4725,Maruti Suzuki,WagonR,2015,Electric,Manual,1350000,11.5,2000,4,20800
4726,Maruti Suzuki,Swift,2018,Petrol,Manual,1680000,25.1,800,5,15400
4727,Tata Motors,Altroz,2021,Electric,Automatic,2570000,13.6,2000,4,5100
4728,Honda,City,2021,Diesel,Manual,590000,23.9,1200,7,11900
4729,Mahindra,Scorpio,2023,Electric,Manual,920000,15.7,1000,6,19800
4730,Renault,Duster,2015,CNG,Manual,1330000,19.6,2000,7,23000
4731,Tata Motors,Tiago,2015,Petrol,Manual,940000,12.2,2500,4,22900
4732,Renault,Triber,2024,Diesel,Manual,1920000,26.1,1000,5,17400
4733,Tata Motors,Tiago,2016,Petrol,Automatic,1340000,13.9,1800,4,19400
4734,Renault,Kwid,2016,Diesel,Automatic,3250000,20.6,1800,6,13400
4735,Renault,Lodgy,2023,Electric,Automatic,2500000,23.3,800,7,13100
4736,Tata Motors,Harrier,2016,CNG,Automatic,1240000,28.9,1500,6,24300
4737,Volkswagen,Taigun,2016,Petrol,Manual,2100000,28.7,1000,6,23100
4738,Renault,Lodgy,2017,Electric,Automatic,1180000,26.9,2500,4,21200
4739,Maruti Suzuki,Swift,2022,Diesel,Automatic,1190000,25.9,1500,7,16900
4740,Toyota,Fortuner,2019,Electric,Automatic,1340000,29,1500,6,21600
4741,Renault,Kwid,2017,Electric,Automatic,2470000,15.9,1200,7,7700
4742,Maruti Suzuki,Swift,2022,Diesel,Automatic,2580000,13.9,1200,7,7000
4743,Maruti Suzuki,WagonR,2016,Diesel,Automatic,3330000,26,1800,4,6000
4744,Skoda,Superb,2019,Petrol,Manual,2240000,22,1000,6,24700
4745,Hyundai,i10,2015,CNG,Manual,3120000,11.3,1200,7,11100
4746,Volkswagen,Polo,2016,Petrol,Automatic,1650000,21,1500,4,7200
4747,Maruti Suzuki,Baleno,2021,Diesel,Automatic,1540000,21.9,1200,6,14100
4748,Tata Motors,Harrier,2018,Electric,Manual,1860000,29.1,1000,6,15000
4749,Hyundai,Venue,2017,Electric,Automatic,2890000,26.6,800,6,21200
4750,Kia,Seltos,2019,Diesel,Manual,2660000,24.4,2500,4,14900
4751,Toyota,Glanza,2024,CNG,Automatic,1160000,10.7,2000,6,5500
4752,Hyundai,Venue,2015,Electric,Automatic,670000,20.9,1200,6,24800
4753,Mahindra,Scorpio,2022,Diesel,Automatic,3350000,12.6,1500,4,18100
4754,Kia,Seltos,2016,Electric,Manual,2940000,15.4,2000,5,17500
4755,Tata Motors,Nexon,2018,CNG,Manual,860000,10.4,1800,5,10200
4756,Tata Motors,Nexon,2022,CNG,Manual,1280000,14.3,1000,5,6100
4757,Honda,Amaze,2016,Petrol,Manual,2680000,23.9,1000,7,17500
4758,Tata Motors,Altroz,2018,CNG,Automatic,990000,19.8,1800,7,19000
4759,Toyota,Urban Cruiser,2017,Petrol,Automatic,2830000,19.6,1800,5,8700
4760,Hyundai,Venue,2023,CNG,Manual,1210000,29.8,1200,5,19500
4761,Honda,City,2020,CNG,Automatic,1130000,12.8,1800,5,12000
4762,Tata Motors,Tiago,2015,Petrol,Manual,2050000,11.5,800,7,24400
4763,Volkswagen,Tiguan,2023,Petrol,Manual,1060000,17.1,1500,4,18200
4764,Mahindra,Scorpio,2020,Petrol,Automatic,790000,17.8,2000,5,16700
4765,Skoda,Rapid,2015,Electric,Manual,1050000,29.6,2000,5,5200
4766,Tata Motors,Harrier,2024,Electric,Manual,2960000,26.8,2000,4,21400
4767,Kia,Carnival,2015,Electric,Automatic,1170000,27.3,1200,5,16200
4768,Volkswagen,Virtus,2023,Electric,Automatic,1880000,17.1,2000,6,21900
4769,Kia,EV6,2019,Diesel,Automatic,1060000,28.4,1800,7,10200
4770,Maruti Suzuki,Ertiga,2015,Diesel,Automatic,1230000,16.9,1200,5,10700
4771,Skoda,Slavia,2023,CNG,Manual,1520000,14,1000,6,18600
4772,Hyundai,Creta,2018,CNG,Manual,3220000,26.2,2000,7,13900
4773,Kia,Seltos,2015,Diesel,Automatic,1840000,23.9,1500,4,12000
4774,Hyundai,i10,2020,Electric,Manual,1440000,29.8,2500,5,24900
4775,Toyota,Glanza,2016,Electric,Automatic,1110000,27.9,1500,6,8300
4776,Kia,Sonet,2022,CNG,Manual,2770000,14.1,1500,6,13200
4777,Skoda,Rapid,2018,Petrol,Manual,540000,17.5,800,7,6500
4778,Kia,Carnival,2021,CNG,Manual,1410000,18.9,1800,7,24700
4779,Tata Motors,Altroz,2024,Petrol,Automatic,2030000,24.9,1500,7,14200
4780,Mahindra,Thar,2016,Diesel,Automatic,2980000,16.5,2500,5,16600
4781,Renault,Kwid,2018,Electric,Automatic,530000,10.6,1800,4,20000
4782,Renault,Kiger,2024,Electric,Manual,470000,24,2500,4,24500
4783,Kia,Carnival,2018,CNG,Manual,1450000,15.1,1800,7,6900
4784,Tata Motors,Nexon,2023,Diesel,Manual,1680000,13.7,2000,7,6400
4785,Renault,Triber,2024,Diesel,Automatic,2800000,15.5,1000,5,16100
4786,Hyundai,Verna,2020,Electric,Manual,910000,12.2,1200,5,19000
4787,Toyota,Camry,2022,Petrol,Manual,3410000,12.9,1800,5,14100
4788,Maruti Suzuki,Ertiga,2024,Diesel,Automatic,3490000,21.6,800,4,8700
4789,Skoda,Slavia,2019,Petrol,Automatic,2950000,20.7,1200,7,15700
4790,Kia,Seltos,2016,Diesel,Automatic,2880000,27,2000,6,5700
4791,Mahindra,XUV300,2021,Electric,Manual,2550000,16.5,1000,4,8200
4792,Volkswagen,Tiguan,2017,Petrol,Automatic,1070000,23.8,2500,5,15400
4793,Mahindra,XUV700,2016,Electric,Manual,990000,28,2000,4,23000
4794,Volkswagen,Virtus,2024,Diesel,Automatic,1630000,17.9,1000,4,22600
4795,Volkswagen,Vento,2017,Petrol,Automatic,2000000,10.5,2000,5,12600
4796,Kia,Seltos,2020,Petrol,Manual,3280000,26.4,1200,5,23000
4797,Renault,Duster,2021,Diesel,Automatic,1500000,21,800,6,12800
4798,Tata Motors,Harrier,2020,Diesel,Automatic,840000,29.7,2500,5,20200
4799,Honda,Amaze,2021,CNG,Manual,2350000,22.4,1000,7,6100
4800,Skoda,Kushaq,2015,Electric,Automatic,900000,17.6,1000,4,22400
4801,Renault,Lodgy,2016,Electric,Automatic,530000,11.3,2500,7,16800
4802,Skoda,Superb,2019,Electric,Manual,1750000,15.7,1000,5,20900
4803,Maruti Suzuki,Dzire,2024,Diesel,Automatic,3490000,18,2000,5,14800
4804,Hyundai,i20,2022,Petrol,Automatic,1360000,14.4,1500,4,23800
4805,Skoda,Superb,2018,CNG,Manual,2600000,13.2,1500,7,5700
4806,Renault,Lodgy,2024,Petrol,Manual,3390000,27.7,1800,6,22500
4807,Mahindra,Scorpio,2018,CNG,Automatic,3020000,15.4,2500,5,10800
4808,Honda,WR-V,2019,Electric,Manual,2950000,12.6,1800,7,11700
4809,Honda,Civic,2023,CNG,Automatic,2630000,28,1500,7,24500
4810,Mahindra,XUV300,2018,CNG,Manual,3220000,29.6,1500,6,21600
4811,Hyundai,Verna,2021,CNG,Automatic,2560000,29.3,1200,7,6000
4812,Renault,Kiger,2018,Electric,Manual,1140000,22.2,2000,6,15800
4813,Skoda,Kushaq,2021,Electric,Automatic,2510000,24.5,1200,6,20900
4814,Maruti Suzuki,Dzire,2018,Petrol,Manual,1830000,12.9,1000,5,15800
4815,Toyota,Innova,2017,Electric,Manual,2610000,22.9,1000,4,18000
4816,Hyundai,i20,2018,Petrol,Automatic,3120000,29.1,1800,7,7600
4817,Kia,Sonet,2018,Electric,Manual,750000,12.2,2500,5,11600
4818,Kia,EV6,2018,CNG,Manual,3240000,22.3,1200,4,16900
4819,Skoda,Kushaq,2018,CNG,Manual,1880000,11.4,2500,7,21700
4820,Tata Motors,Punch,2020,Diesel,Automatic,3310000,19.5,1500,7,10700
4821,Kia,EV6,2020,Electric,Manual,800000,18.1,2500,4,5800
4822,Skoda,Slavia,2017,Diesel,Manual,1170000,22.3,1000,6,15400
4823,Mahindra,Thar,2018,CNG,Manual,1760000,10.3,1500,4,21500
4824,Hyundai,i10,2024,Electric,Manual,870000,21,1800,7,21400
4825,Skoda,Rapid,2020,Petrol,Automatic,430000,16.6,800,5,12900
4826,Kia,Carens,2021,Petrol,Manual,2730000,17.3,1800,5,9700
4827,Mahindra,XUV300,2019,CNG,Automatic,1610000,29.3,1500,5,21100
4828,Renault,Duster,2019,Petrol,Manual,1930000,18.3,1200,6,12600
4829,Honda,WR-V,2021,CNG,Manual,720000,17.5,1800,4,7000
4830,Mahindra,XUV300,2024,Diesel,Manual,1480000,20.7,1200,4,16200
4831,Toyota,Camry,2019,Electric,Automatic,1560000,14.6,1000,6,17300
4832,Hyundai,Venue,2022,Petrol,Manual,930000,26.3,800,7,23300
